Name,Description,Category
,Avoid the classified post that offers “Free <BLANK> to Good Home”,Quiplash
,Coffee shops always get names wrong. They should just hold up an order and shout “<BLANK>!”,Quiplash
,The best way to set the mood is to turn down the lights and turn up the <BLANK>,Quiplash
,An unlikely spokesperson for vaping,Quiplash
,Prison would actually be super fun if only it had <BLANK>,Quiplash
,The most outrageous thing you can smuggle inside a baguette,Quiplash
,A very unlikely place to meet your soulmate,Quiplash
,The best part about living in a sewer,Quiplash
,"<i>Alice in Wonderland</i> is weird, but it makes more sense than <i>Alice in</i> <BLANK>",Quiplash
,"In the worst magic show, the magician pulls <BLANK> out of a hat",Quiplash
,Something you’d gladly pay $45 for,Quiplash
,The next big romance novel: <i>For The Love of</i> <BLANK>,Quiplash
,The dumbest thing to buy in bulk,Quiplash
,"Sorry, we don’t have Coke or Pepsi. Is <BLANK> okay?",Quiplash
,A request you’d make on your rishta profile: “Must love <BLANK>”,Quiplash
,Who is God’s understudy?,Quiplash
,What’s the worst sound to hear when shaking a Eid present?,Quiplash
,"The best response to “I know you are, but what am I!?”",Quiplash
,"After juggling chainsaws, the next skill to master is <BLANK>",Quiplash
,Cap’n Crunch’s nickname at the Naval Academy,Quiplash
,What’s the trick to staying up when you have to pull an all-nighter?,Quiplash
,A sure sign you are currently meeting a grizzly bear,Quiplash
,The daily special at a diner for bears,Quiplash
,The real reason you’re not going to the party tonight,Quiplash
,The simplest pleasure known to man,Quiplash
,"It is bad luck if you break a mirror, but good luck if you break <BLANK>",Quiplash
,The worst thing to find in your belly button,Quiplash
,The real reason people are afraid of the dark,Quiplash
,What you call pants when you want everyone to think you’re fun,Quiplash
,Okay... just between us... which boy do you have a crush on?,Quiplash
,The “forbidden meat” comes from what animal?,Quiplash
,What do boxers whisper to each other at weigh-in?,Quiplash
,"What obscure cryptid monster stalks the streets of Cleveland, Ohio?",Quiplash
,What shape never took off with animal crackers?,Quiplash
,There’s a secret tax loophole that allows you to count <BLANK> as dependents,Quiplash
,The most surprising place to find a missing contact lens,Quiplash
,A terrible sound option to have on a white noise machine,Quiplash
,"No, the house isn’t haunted. The moaning you hear at night is just <BLANK>",Quiplash
,What’s your reflection doing when you turn your back?,Quiplash
,"The worst thing to see through a telescope, hurtling towards Earth",Quiplash
,"Instead of a siren, police could get cars to respond faster by blasting <BLANK>",Quiplash
,"Carl, the kind cat burglar, leaves your valuables and takes your <BLANK>",Quiplash
,The apartment lease says it’s okay to have dogs as long as they <BLANK>,Quiplash
,Why do hot singles in your area want to talk to you?,Quiplash
,Dogs are so gullible they actually believe <BLANK>,Quiplash
,You know you’re rich when you have a room just for <BLANK>,Quiplash
,"In a pinch, this can serve as a life raft",Quiplash
,"“I didn’t come here to make friends, I came here to <BLANK>”",Quiplash
,How do you know your friends are a bunch of phonies?,Quiplash
,Something that should never be described as “rustic”,Quiplash
,The attention-craving celebrity who appears when you say their name to a mirror five times,Quiplash
,An inappropriate gift to welcome someone to the neighborhood,Quiplash
,"Forget cats and dogs. When the weather gets REALLY bad, it starts raining <BLANK>",Quiplash
,"Nothing is certain but death and taxes... oh, also <BLANK>",Quiplash
,Oh no! You washed all your clothes with <BLANK> in the pockets!,Quiplash
,A sure sign that your takes are way too hot,Quiplash
,"Against your better judgment, the thing you really want to put down the garbage disposal",Quiplash
,A good name for a rishta app for lawyers,Quiplash
,A great name for a superhero who can communicate with cats,Quiplash
,What seagulls are usually thinking,Quiplash
,What should have happened at the end of <i>Titanic</i>,Quiplash
,"Dorothy meant to say, “There’s no place like <BLANK>”",Quiplash
,"Nothing will wake you up faster than a nice, hot cup of <BLANK> in the morning",Quiplash
,A rejected fairy tale title: “Jack and the Giant <BLANK>”,Quiplash
,A weird thing for a dentist to say while you’re in the chair,Quiplash
,The worst name for an educational kids’ show,Quiplash
,A terrible thing to discover squirrels burying in your yard,Quiplash
,<BLANK> much?,Quiplash
,The greatest thing in the world to Auto-Tune,Quiplash
,"In the dystopian future, all clothing will be made from <BLANK>",Quiplash
,The worst ringtone to play on your phone during a work meeting,Quiplash
,Modern-day Mary Poppins suggests taking a spoonful of <BLANK>,Quiplash
,The worst thing to say after kissing someone,Quiplash
,Got <BLANK>?,Quiplash
,The special skill on a resume that would make you immediately hire that person,Quiplash
,"Instead of whistling, an updated version of <i>Snow White</i> suggests you <BLANK> while you work",Quiplash
,A surprising thing to find caught in the spiderweb in your basement,Quiplash
,A truly disgusting flavor for toothpaste,Quiplash
,"“No shirt, no shoes, no <BLANK>, no service”",Quiplash
,"With the best credit card ever, you can redeem reward points for <BLANK>",Quiplash
,What a cat would do if it had human hands,Quiplash
,It should be illegal to put <BLANK> in a buffet,Quiplash
,"Okay wow, God just announced He is sick of hearing prayers about <BLANK>",Quiplash
,A better use for Rapunzel’s hair,Quiplash
,The worst thing to say instead of “I do” at your wedding,Quiplash
,What The Beach Boys called themselves before they ever saw the ocean,Quiplash
,Little known fact: Guns N’ Roses used to to be called Guns N’ Roses N’ <BLANK>,Quiplash
,What social distancing is called on Antarctica,Quiplash
,An unlikely celebrity to become the next President of the United States,Quiplash
,The most boring reality TV contest would feature competitive <BLANK>,Quiplash
,Solar and wind will be a joke once we harness the power of <BLANK>,Quiplash
,"“You can lead a horse to water, but you can’t make it <BLANK>”",Quiplash
,The best way to describe the texture of a jellyfish,Quiplash
,The worst person to accidentally add to a group text about your love life,Quiplash
,The scariest thing that could pop out of your birthday cake,Quiplash
,A good name for a camel dance troupe,Quiplash
,"Besides cockroaches, the one thing that will survive the apocalypse",Quiplash
,What’s your mom worrying about today?,Quiplash
,The name of a planet covered in corn,Quiplash
,“If you build it they will come” applies to baseball fields and <BLANK>,Quiplash
,What’s the name of the Walmart aisle where you can go cry in peace?,Quiplash
,"Unfortunately, Curious George was the most curious about <BLANK>",Quiplash
,The most popular job title in 2040,Quiplash
,Did you know your garden hose can double as a <BLANK>!?,Quiplash
,A terrible Mother’s Day gift,Quiplash
,"Doctors say <BLANK> is not addictive, but you’re hooked!",Quiplash
,"Understandably, no one wants to adopt Little Orphan <BLANK>",Quiplash
,A deodorant scent designed by a dog,Quiplash
,America doesn’t have a royal family. We just have <BLANK>,Quiplash
,"A lighter, more romantic sequel to <i>Crime and Punishment</i> would be called <BLANK>",Quiplash
,"Instead of Truth or Dare, kids these days play Truth or <BLANK>",Quiplash
,The worst thing to use as a straw,Quiplash
,A mocktail you make for sad occasions,Quiplash
,"A business word an important businessman might say, for business",Quiplash
,"Money can’t buy happiness, but it CAN buy <BLANK>",Quiplash
,A better name for comic books would be <BLANK>,Quiplash
,"Look, it’s all fun and games until <BLANK>",Quiplash
,California’s biggest export is <BLANK>,Quiplash
,What’s a badass name for a badass sword?,Quiplash
,Kids these days are skipping first base and going straight to <BLANK>,Quiplash
,Modern pirates don’t steal treasure. They steal <BLANK>,Quiplash
,A name for a superhero who is basically just a rip-off of Batman,Quiplash
,"After a massive downsizing, the store unfortunately had to be renamed Bed Bath & <BLANK>",Quiplash
,"<BLANK>: It’s hard work, but somebody’s gotta do it!",Quiplash
,What’s the perfect hide-and-seek hiding spot?,Quiplash
,Basant would be even spookier if it were called <BLANK>,Quiplash
,500 years ago freckles were called <BLANK>,Quiplash
,It’s easy to walk out of a timeshare pitch... until they offer you <BLANK>,Quiplash
,There is only one person you should follow into a dark alley and that’s <BLANK>,Quiplash
,Austin’s new slogan should be “Keep Austin <BLANK>”,Quiplash
,"Remember kids: if it doesn’t have <BLANK>, it’s not anime!",Quiplash
,What secret is your left hand keeping from your right hand?,Quiplash
,What do most Rorschach tests look like to you?,Quiplash
,"“Of all the gin joints in all the towns in all the world, she walks into <BLANK>”",Quiplash
,Something Sonic the Hedgehog should NOT be doing that fast,Quiplash
,The most difficult hole in mini-golf is a tiny version of <BLANK>,Quiplash
,"My trap is fiendishly simple, Mr. Bond! Once I pull this lever, the floor will become <BLANK>",Quiplash
,There is no “i” in team... but there is an “i” in <BLANK>,Quiplash
,"First the cat gets your tongue, then it gets your <BLANK>",Quiplash
,A terrible last name if your first name is Dick,Quiplash
,"Ok, fellas, let’s have a fair fight. No spitting, no kicking and absolutely no <BLANK>",Quiplash
,An embarrassing person to accidentally call “Daddy”,Quiplash
,The worst inspirational sign to see while running a marathon,Quiplash
,"Weirdly enough, the NFL has agreed to let players celebrate touchdowns by <BLANK>",Quiplash
,The federal government should have an executive Department of <BLANK>,Quiplash
,The last person you’d take financial advice from,Quiplash
,A less radical band name would be Rage Against The <BLANK>,Quiplash
,The title of a mixtape you would make for your boss,Quiplash
,A sign it’s time to wrap up your day at the beach,Quiplash
,The coolest kid in middle school is always the one wearing <BLANK>,Quiplash
,There’s the problem! You’ve got a huge <BLANK> stuck in your sink.,Quiplash
,A bumper sticker a goose would put on its car,Quiplash
,"If you don’t have any teeth, the tooth fairy will gladly take your <BLANK>",Quiplash
,Fine! If nobody is going to ask... I will! What’s that smell?,Quiplash
,A good excuse for not reading your friend’s new screenplay,Quiplash
,Huge twist! Turns out the monster was really <BLANK> wearing a mask the whole time!,Quiplash
,A good sign that Santa doesn’t give a crap about his job anymore,Quiplash
,Michael Bay presents <BLANK><i>: The Musical!</i>,Quiplash
,Remember: Never buy a build-your-own <BLANK>,Quiplash
,The shrimp boat captain never worked again after accidentally catching <BLANK> in his net,Quiplash
,"Finish the rhyme: “Roses are red, violets are blue, I got you this card, <BLANK>”",Quiplash
,A slightly more appetizing name for “leftovers”,Quiplash
,"If a friend describes your blind date as “interesting,” it means <BLANK>",Quiplash
,"The DNA test proves you are not the father, but you are <BLANK>",Quiplash
,"For a wedding to be legal in Florida, <BLANK> must be present at the ceremony",Quiplash
,The perfect excuse for getting out of gym class,Quiplash
,"After her husband died, who did Mrs. Butterworth eventually end up with?",Quiplash
,The biggest pet peeve among modern zombies,Quiplash
,Something you shouldn’t say in a crowded elevator,Quiplash
,The best way to stay young forever,Quiplash
,Something you might overhear in the White House,Quiplash
,What sound does a shy gun make?,Quiplash
,Book adaptations have gone too far! Now they’re making <BLANK><i>: On Ice!</i>,Quiplash
,"In the next <i>Donkey Kong</i> game, you’ll get to meet his distant cousin: <BLANK> Kong",Quiplash
